review_id,target,public
42332,0,0
42333,8,0
42334,8,0
42336,8,0
42338,0,1
42346,"3,8",1
42347,8,0
42353,0,1
42359,8,1
42362,8,0
42363,8,0
42367,0,1
42369,8,1
42379,0,0
42382,8,0
42383,0,1
42384,0,1
42388,8,1
42390,0,0
42393,0,1
42399,0,1
42400,0,1
42405,8,0
42416,8,1
42422,0,0
42426,8,0
42430,8,1
42431,8,0
42435,8,1
42436,0,0
42439,8,0
42440,0,0
42442,0,0
42445,0,1
42449,8,1
42452,8,0
42458,8,0
42466,8,0
42468,8,1
42471,8,1
42472,8,0
42473,8,0
42476,"3,8",1
42479,0,0
42483,0,0
42487,8,0
42490,8,0
42492,0,1
42499,0,1
42505,8,1
42508,0,0
42511,0,1
42534,8,1
42537,0,0
42540,1,0
42541,0,0
42543,8,0
42544,"1,5",1
42546,0,1
42547,8,1
42555,0,1
42572,8,0
42573,0,0
42576,0,1
42577,0,0
42579,8,0
42582,0,0
42585,8,0
42587,3,1
42596,8,0
42598,0,1
42600,0,0
42607,0,0
42611,"1,5",0
42612,0,1
42613,8,0
42616,0,0
42620,8,1
42621,"6,8",1
42641,0,1
42643,0,1
42644,"7,8",1
42655,8,0
42659,8,0
42664,8,1
42667,0,0
42669,8,0
42671,"1,8",0
42676,8,0
42680,0,1
42682,0,1
42684,8,1
42685,8,0
42692,3,1
42693,8,1
42695,8,1
42706,0,1
42718,8,1
42722,0,1
42729,0,1
42731,8,1
42733,0,0
42734,8,0
42735,8,0
42737,8,0
42746,0,0
42747,0,1
42748,0,0
42755,1,0
42758,0,1
42760,8,0
42762,0,1
42767,0,0
42776,8,0
42778,8,0
42779,8,0
42784,8,1
42787,0,0
42791,8,1
42793,0,1
42794,8,1
42797,0,1
42798,0,0
42799,0,1
42800,"1,8",0
42802,"1,8",1
42806,0,1
42807,"1,8",0
42812,0,1
42815,0,1
42816,8,1
42825,0,0
42834,0,1
42838,0,0
42839,1,0
42841,0,1
42853,0,0
42860,0,1
42867,8,1
42870,8,0
42873,0,1
42874,0,1
42875,8,0
42876,8,0
42877,8,0
42879,8,0
42881,"1,8",0
42884,8,1
42886,0,0
42891,0,1
42893,0,1
42894,0,0
42897,0,1
42899,0,0
42913,8,0
42919,0,0
42920,8,1
42923,3,1
42928,8,0
42937,8,0
42938,8,0
42941,"1,6",0
42943,8,0
42946,8,0
42947,0,1
42955,1,1
42957,8,1
42959,8,0
42961,8,0
42969,8,0
42970,8,1
42978,0,0
42979,8,1
42980,8,0
42982,8,1
42987,8,1
42992,8,0
42994,0,1
43003,8,1
43004,0,1
43007,0,0
43008,8,0
43010,0,0
43012,0,1
43015,8,1
43019,0,0
43020,0,0
43021,1,1
43022,8,0
43024,0,1
43028,0,1
43031,8,1
43032,0,0
43034,8,0
43036,8,1
43039,0,1
43041,1,0
43050,0,1
43052,"1,8",0
43055,8,1
43057,8,0
43060,8,1
43069,"1,4,8",1
43072,0,0
43081,0,0
43085,8,0
43087,8,0
43090,"1,8",0
43093,"1,8",1
43099,0,1
43100,8,0
43102,8,0
43118,8,0
43123,0,0
43124,0,0
43125,0,1
43126,"1,8",1
43128,0,1
43132,8,0
43133,8,0
43134,0,0
43137,8,0
43142,8,1
43147,0,1
43148,8,1
43150,8,0
43151,8,0
43156,0,0
43157,8,0
43158,8,0
43160,8,0
43161,0,1
43162,0,1
43164,8,1
43165,0,1
43166,0,0
43167,8,0
43171,0,1
43174,8,1
43177,8,1
43178,8,0
43182,0,0
43183,8,0
43191,8,1
43198,0,0
43206,8,1
43208,0,0
43216,0,1
43217,8,0
43220,3,1
43225,0,1
43227,0,0
43230,8,1
43231,"6,8",0
43234,8,0
43236,8,0
43239,7,0
43243,8,1
43244,8,1
43245,"4,8",1
43252,0,1
43256,0,0
43257,0,0
43259,0,1
43267,"1,8",1
43268,8,1
43277,8,1
43286,0,1
43288,8,1
43297,1,0
43300,0,0
43301,0,0
43303,0,1
43310,8,1
43312,8,0
43322,0,0
43330,8,0
43331,8,0
43337,8,1
43341,1,1
43342,0,1
43344,8,0
43347,8,0
43349,8,1
43354,1,1
43358,8,0
43359,8,0
43361,8,1
43365,0,1
43366,0,1
43367,0,0
43368,8,1
43370,8,1
43372,8,0
43376,0,0
43380,8,0
43387,0,1
43393,"1,8",0
43406,0,1
43408,8,0
43412,0,1
43414,0,0
43416,8,0
43417,"1,8",0
43420,8,1
43421,8,1
43429,"1,8",0
43430,8,1
43436,0,1
43442,0,0
43445,8,0
43448,8,1
43449,8,0
43454,8,1
43455,0,1
43456,8,0
43459,"1,8",0
43461,8,0
43463,8,0
43470,0,0
43479,8,1
43480,8,1
43481,0,1
43488,"1,8",0
43489,8,1
43490,0,0
43495,0,1
43497,0,0
43500,8,0
43502,0,1
43503,8,0
43505,0,0
43510,0,0
43514,1,1
43517,8,1
43518,8,1
43521,0,0
43525,0,1
43526,8,1
43528,8,1
43529,8,1
43530,8,0
43532,8,1
43533,0,1
43534,8,1
43537,0,1
43540,0,0
43545,8,1
43547,"1,8",1
43548,8,1
43552,8,1
43566,8,1
43572,7,0
43574,8,1
43584,"5,8",1
43585,8,1
43586,0,0
43587,8,0
43591,0,0
43596,8,0
43600,8,1
43603,0,0
43605,0,1
43606,8,0
43611,0,1
43612,0,1
43618,8,0
43620,7,1
43621,0,0
43622,8,0
43631,8,0
43632,0,1
43634,8,1
43635,8,1
43637,8,0
43652,8,1
43654,0,0
43655,8,1
43657,8,0
43665,8,0
43666,0,0
43667,8,0
43668,1,0
43670,8,0
43671,0,0
43677,"1,8",0
43682,0,0
43687,6,1
43691,0,1
43700,0,0
43701,8,0
43702,0,0
43704,0,1
43706,0,1
43709,8,0
43722,8,1
43726,7,1
43731,0,1
43733,0,1
43735,0,0
43736,1,1
43741,0,0
43745,0,1
43746,8,0
43748,0,0
43749,0,1
43770,0,1
43771,8,1
43776,0,1
43777,8,1
43781,8,0
43782,8,1
43785,8,0
43786,8,1
43787,8,1
43788,0,0
43800,8,0
43802,8,0
43808,0,1
43811,0,1
43815,0,1
43816,8,1
43819,8,1
43823,8,0
43829,0,0
43831,0,1
43832,8,1
43842,0,1
43846,0,0
43852,8,1
43855,"1,8",1
43858,0,1
43860,0,0
43862,6,0
43869,8,0
43874,8,0
43877,"1,8",0
43879,8,0
43881,8,1
43882,8,1
43883,"1,8",1
43884,0,1
43886,8,0
43897,8,0
43898,0,0
43903,0,0
43904,8,1
43913,0,0
43916,8,0
43919,8,0
43926,0,1
43928,8,1
43929,8,0
43930,8,1
43931,8,1
43932,8,1
43934,0,1
43935,7,1
43936,8,0
43937,0,1
43946,8,0
43949,8,0
43951,0,1
43952,8,0
43956,8,0
43959,8,0
43969,0,1
43970,"1,8",1
43978,0,1
43980,8,1
43981,0,1
43990,8,0
43998,8,1
44000,0,1
44004,8,1
44007,8,0
44009,8,1
44017,0,0
44022,8,1
44023,8,1
44025,8,1
44027,"7,8",1
44029,8,1
44032,8,1
44033,3,0
44034,8,0
44036,"1,8",1
44039,0,1
44045,8,0
44048,8,0
44050,8,1
44052,8,1
44053,0,0
44055,8,0
44056,0,1
44066,0,0
44067,0,0
44071,8,1
44072,8,0
44073,8,1
44075,8,0
44076,1,1
44081,1,1
44082,0,1
44092,0,1
44093,0,0
44094,0,1
44095,0,0
44101,8,1
44105,0,0
44115,8,1
44124,0,1
44127,8,1
44132,8,1
44133,0,1
44136,"1,8",1
44142,"6,8",1
44145,8,1
44152,8,0
44155,"1,6,8",0
44156,0,0
44160,0,1
44169,0,0
44171,0,0
44175,8,1
44178,0,1
44181,8,1
44182,0,1
44184,0,0
44187,0,0
44190,3,0
44192,8,0
44195,8,1
44198,8,0
44201,0,1
44202,8,0
44206,0,0
44207,0,0
44210,0,1
44213,0,0
44216,"1,8",1
44217,8,0
44220,0,0
44223,8,0
44224,8,1
44228,0,0
44235,0,0
44236,8,0
44238,8,0
44239,"3,8",1
44240,0,0
44243,8,1
44244,0,0
44245,8,1
44248,8,0
44250,0,1
44251,8,1
44256,8,0
44263,0,0
44267,8,1
44269,"1,5,8",0
44272,0,1
44273,0,1
44276,8,1
44277,0,1
44280,8,1
44281,0,0
44282,0,1
44283,0,1
44286,0,1
44295,0,1
44296,8,1
44308,0,1
44309,0,1
44312,0,0
44320,"1,6",1
44322,0,0
44324,0,1
44326,8,1
44327,0,0
44330,8,1
44331,8,1
44335,8,0
44336,8,1
44341,0,1
44343,3,1
44362,0,1
44364,8,1
44366,8,1
44367,7,1
44372,0,1
44373,0,0
44376,0,0
44377,3,0
44378,8,1
44383,8,1
44393,0,1
44394,8,0
44401,0,0
44404,8,0
44411,8,1
44412,0,1
44416,8,1
44426,8,1
44430,8,0
44431,8,1
44439,0,1
44441,8,1
44443,8,0
44449,8,0
44451,0,1
44468,0,0
44473,8,0
44474,0,1
44475,0,0
44480,0,0
44491,0,0
44492,8,0
44497,0,1
44501,8,0
44502,8,1
44504,8,1
44506,8,1
44507,0,0
44512,0,1
44517,0,0
44520,0,1
44522,8,1
44523,8,1
44526,8,1
44529,0,1
44530,8,0
44533,8,0
44537,0,1
44538,0,1
44540,"1,8",1
44542,0,0
44543,8,0
44547,6,0
44548,8,0
44551,8,0
44554,0,0
44555,3,0
44557,8,0
44558,0,1
44561,1,0
44563,0,0
44565,0,1
44566,0,1
44573,8,1
44574,0,0
44578,0,1
44585,8,1
44590,8,1
44597,0,1
44604,8,0
44613,8,0
44614,"1,5",1
44622,3,1
44624,0,1
44625,"1,8",1
44627,8,0
44631,8,1
44633,5,0
44637,8,0
44638,0,0
44640,8,1
44643,0,0
44648,"1,8",1
44650,8,1
44655,8,0
44659,8,1
44660,0,0
44664,8,1
44668,0,0
44672,0,1
44673,0,1
44680,8,0
44687,0,1
44692,0,1
44696,0,0
44698,8,1
44699,"1,4",0
44702,8,0
44705,0,1
44707,0,0
44709,8,1
44713,0,0
44715,0,0
44719,0,0
44720,0,1
44723,8,0
44730,8,1
44731,0,1
44740,8,1
44741,0,1
44744,8,0
44746,8,0
44748,8,0
44752,0,1
44759,0,1
44772,8,0
44775,0,1
44777,8,1
44785,0,1
44787,8,0
44792,8,0
44796,8,0
44797,0,0
44800,0,1
44801,0,0
44803,0,1
44804,8,0
44805,8,1
44810,0,0
44814,0,0
44817,8,0
44821,0,1
44830,8,1
44837,8,0
44838,0,1
44841,8,1
44847,8,1
44855,0,0
44861,8,1
44864,0,0
44865,0,1
44870,8,0
44874,8,0
44875,0,1
44877,1,1
44878,"1,8",0
44883,0,1
44884,8,1
44888,8,1
44889,8,1
44897,"1,8",0
44898,0,0
44901,8,1
44903,8,1
44904,8,1
44905,0,0
44915,0,0
44921,0,0
44922,8,1
44930,8,0
44936,8,0
44945,8,1
44950,8,1
44952,0,1
44956,8,0
44963,8,1
44969,8,1
44974,8,0
44975,8,0
44977,0,0
44985,8,1
44987,0,0
44993,8,1
44994,"1,6",0
44995,8,0
44998,8,1
44999,8,0
45004,8,0
45014,0,1
45015,0,0
45016,8,0
45020,0,1
45025,"1,8",0
45027,8,1
45030,8,0
45034,8,1
45038,0,1
45045,"6,8",0
45051,8,0
45056,8,1
45065,0,0
45069,8,0
45071,8,0
45072,0,1
45077,"1,8",1
45081,8,0
45082,0,0
45084,0,1
45085,0,1
45086,8,1
45087,0,1
45091,0,0
45097,8,0
45099,8,1
45105,8,1
45111,8,1
45113,8,1
45115,8,1
45122,0,0
45130,"1,8",0
45143,8,0
45152,"1,8",0
45154,0,0
45158,8,0
45162,8,0
45168,0,1
45170,0,0
45175,0,1
45178,8,0
45183,8,0
45184,0,0
45185,0,1
45187,8,0
45188,8,1
45192,0,0
45198,0,1
45202,8,0
45204,8,1
45207,8,0
45208,8,0
45209,0,0
45213,0,1
45219,8,0
45220,8,0
45223,0,0
45229,8,0
45231,0,0
45232,8,1
45233,8,1
45238,8,0
45239,8,1
45243,0,1
45245,1,0
45246,8,0
45252,0,1
45253,"3,8",0
45254,8,0
45256,8,0
45257,"1,8",0
45258,8,1
45264,0,1
45269,8,0
45274,8,0
45275,0,1
45276,0,0
45279,0,0
45280,8,1
45284,8,1
45285,3,0
45287,8,0
45289,0,1
45296,8,0
45297,8,0
45304,0,0
45307,"1,8",0
45308,0,0
45309,8,0
45316,7,0
45326,8,1
45329,8,1
45330,8,0
45333,0,1
45334,0,1
45336,8,0
45338,8,1
45339,8,1
45343,6,1
45346,8,0
45351,8,1
45353,0,0
45363,0,1
45366,"1,8",0
45367,8,0
45370,0,0
45372,0,0
45374,0,1
45378,0,0
45379,1,1
45381,8,1
45383,8,0
45385,8,1
45389,0,0
45394,0,0
45396,0,1
45403,0,1
45407,8,1
45411,8,1
45415,"3,8",1
45422,0,1
45426,"1,8",0
45428,8,0
45429,0,0
45430,8,1
45431,8,1
45433,0,1
45441,8,0
45443,1,1
45444,0,1
45446,"1,8",1
45451,8,1
45453,1,0
45454,0,0
45455,8,0
45456,8,0
45459,0,1
45464,8,1
45469,8,0
45470,8,0
45471,8,0
45474,8,0
45478,0,1
45480,8,1
45482,8,1
45484,0,1
45485,7,0
45486,0,0
45494,0,1
45497,3,1
45499,8,0
45501,8,1
45505,8,0
45508,8,1
45510,0,0
45513,8,0
45525,8,1
45532,0,1
45537,8,0
45551,8,0
45559,8,0
45560,8,0
45569,0,1
45572,"3,8",1
45575,0,0
45576,0,1
45581,0,1
45586,8,1
45589,0,0
45595,0,0
45597,8,1
45599,8,0
45601,8,1
45602,0,1
45606,8,1
45612,8,1
45613,0,1
45617,0,1
45620,8,0
45623,8,1
45627,8,1
45630,8,1
45631,8,0
45634,0,0
45639,0,1
45641,8,1
45645,8,0
45652,8,1
45655,0,1
45658,0,1
45659,0,0
45671,8,0
45673,0,0
45674,8,1
45680,0,0
45687,0,0
45690,0,1
45691,8,1
45693,0,1
45701,0,1
45703,8,1
45706,8,1
45712,8,0
45715,0,1
45716,0,1
45719,"3,8",0
45725,8,0
45728,8,1
45735,8,0
45739,0,1
45741,0,0
45750,0,0
45751,0,1
45752,8,0
45757,0,1
45759,8,0
45761,5,0
45762,0,1
45775,8,0
45779,0,0
45780,3,0
45791,8,0
45792,0,0
45808,0,1
45812,0,1
45818,0,0
45819,8,1
45820,3,0
45821,0,0
45823,8,0
45824,0,0
45825,0,1
45826,8,1
45829,0,1
45834,0,1
45839,8,1
45841,"4,8",1
45846,0,0
45849,8,0
45850,1,1
45851,0,1
45855,8,1
45858,8,1
45863,8,0
45869,8,1
45876,0,1
45878,"1,8",0
45881,8,0
45882,8,0
45890,0,0
45906,8,0
45909,8,1
45912,8,1
45914,5,1
45919,0,0
45921,0,0
45923,0,1
45926,0,1
45931,8,1
45939,8,1
45940,0,1
45942,8,1
45944,8,0
45946,8,0
45951,0,1
45953,8,1
45955,8,1
45957,8,1
45961,0,0
45966,0,0
45974,8,1
45979,0,1
45987,0,1
45988,0,1
45991,0,0
45995,8,0
46001,0,1
46004,8,1
46005,8,1
46006,0,0
46009,8,1
46012,8,1
46015,0,1
46019,"1,8",1
46020,8,1
46023,0,1
46038,8,0
46043,8,1
46044,0,1
46046,0,0
46048,0,1
46056,8,1
46063,8,0
46066,0,1
46067,0,0
46068,"1,6",1
46072,0,0
46073,8,0
46088,0,0
46092,8,0
46094,8,1
46100,0,0
46102,0,0
46108,0,0
46116,1,1
46117,8,0
46120,8,1
46122,8,0
46123,0,1
46128,3,1
46139,"1,5",0
46143,0,0
46144,0,1
46147,1,0
46150,8,1
46156,0,0
46159,0,0
46162,8,0
46164,8,1
46173,0,1
46176,0,1
46178,8,1
46184,"1,8",1
46186,8,1
46198,0,0
46205,1,1
46208,8,0
46209,8,0
46211,8,1
46219,8,1
46224,0,0
46226,0,1
46234,8,0
46237,8,1
46238,0,0
46240,8,1
46242,8,1
46244,0,1
46246,8,1
46250,0,0
46257,8,0
46261,0,0
46264,0,0
46268,8,0
46269,0,1
46270,8,1
46274,0,1
46275,0,0
46278,0,1
46281,"6,8",1
46282,0,0
46288,0,0
46289,"1,5,8",1
46304,0,1
46318,8,0
46319,8,1
46321,0,1
46326,3,0
46328,3,0
46332,0,1
46335,"1,6",0
46339,0,0
46341,8,0
46344,0,0
46347,0,1
46349,8,1
46358,0,0
46361,8,0
46364,8,1
46369,0,1
46372,8,1
46376,"1,6",0
46377,"1,8",0
46379,0,0
46381,0,0
46382,"6,8",1
46383,0,0
46387,8,0
46389,8,1
46392,8,0
46394,0,1
46405,8,1
46406,8,0
46407,8,1
46417,0,0
46423,8,0
46427,8,0
46433,0,0
46436,8,0
46437,0,1
46439,3,0
46443,8,1
46448,0,0
46449,0,1
46453,8,1
46454,0,0
46465,8,0
46466,0,1
46475,0,0
46476,0,1
46481,0,0
46484,6,0
46486,0,1
46490,1,0
46493,0,0
46501,0,1
46502,8,1
46503,0,1
46518,8,0
46521,0,1
46533,0,1
46538,8,1
46543,0,1
46544,0,0
46549,0,0
46550,8,1
46551,8,0
46559,8,0
46560,8,1
46565,0,0
46566,"1,8",0
46571,8,1
46572,0,1
46574,0,1
46579,8,0
46580,0,1
46584,8,1
46586,0,1
46588,0,1
46594,0,0
46603,0,0
46604,8,0
46605,8,0
46607,8,0
46610,8,1
46612,8,0
46614,0,1
46616,0,0
46618,0,0
46626,8,0
46628,"3,8",0
46630,0,0
46636,0,0
46642,8,0
46648,0,0
46651,8,1
46653,8,0
46660,0,0
46661,8,1
46663,0,1
46664,0,0
46666,8,0
46672,8,1
46675,0,0
46680,8,1
46682,8,1
46694,0,0
46698,8,0
46699,8,1
46700,0,0
46709,0,0
46710,0,0
46711,0,0
46712,0,1
46714,8,0
46716,8,1
46718,1,1
46725,0,1
46727,"1,8",0
46730,8,0
46732,0,0
46733,8,1
46737,"3,8",1
46741,0,1
46742,8,1
46745,8,0
46746,0,0
46748,"1,8",1
46752,0,1
46753,0,0
46756,0,0
46760,3,0
46780,8,0
46791,0,0
46792,0,0
46797,1,0
46812,"3,8",0
46822,8,1
46823,8,0
46825,1,1
46828,8,0
46836,8,0
46841,0,1
46849,0,0
46850,8,1
46854,8,0
46860,8,0
46867,0,1
46869,0,0
46870,0,0
46877,8,1
46880,8,1
46883,0,0
46884,8,1
46887,8,0
46888,0,0
46892,0,0
46893,0,1
46895,0,1
46899,0,0
46902,8,1
46908,0,0
46909,8,0
46912,8,1
46921,0,0
46923,8,1
46924,"6,8",1
46925,0,1
46927,8,0
46928,8,0
46929,0,0
46931,8,1
46938,0,0
46946,3,1
46947,8,0
46951,0,0
46961,"1,6,8",1
46966,8,0
46967,0,0
46974,8,0
46977,8,1
46978,0,0
46981,8,1
46990,0,1
46991,8,1
46995,8,1
46997,8,0
47000,0,1
47002,0,1
47005,1,0
47007,8,1
47015,1,0
47021,8,0
47023,0,0
47029,8,1
47030,8,0
47034,8,0
47037,0,1
47038,"1,8",0
47042,8,0
47045,0,1
47047,8,0
47051,"5,8",0
47054,0,1
47057,0,1
47058,8,1
47062,0,0
47064,0,0
47065,0,1
47067,0,0
47070,0,1
47072,8,1
47074,8,1
47076,"1,8",0
47080,0,0
47081,8,0
47083,0,1
47086,8,0
47088,8,1
47091,8,1
47092,0,1
47094,0,1
47095,0,0
47098,0,1
47100,0,1
47110,0,1
47111,8,1
47117,0,1
47134,8,1
47135,8,0
47136,8,0
47139,"6,8",0
47140,8,1
47141,0,1
47144,0,1
47145,8,1
47152,8,0
47157,8,1
47158,7,1
47160,0,0
47165,8,1
47167,0,0
47171,8,1
47178,8,1
47179,8,1
47188,6,1
47191,8,0
47192,0,1
47194,8,1
47195,8,1
47201,0,0
47207,"6,8",1
47209,8,1
47210,0,0
47214,1,1
47215,8,0
47216,8,1
47217,0,0
47220,8,1
47221,0,0
47234,8,1
47236,8,1
47239,0,1
47240,0,0
47245,0,0
47246,0,0
47249,0,1
47257,8,0
47263,8,0
47271,8,0
47273,0,1
47274,"1,8",1
47278,8,1
47283,8,1
47284,0,1
47285,8,0
47291,8,0
47295,0,0
47297,0,0
47301,0,0
47302,8,1
47303,8,1
47313,0,0
47317,8,1
47324,8,1
47326,3,0
47333,8,0
47335,"1,5",0
47338,8,0
47340,0,1
47341,0,0
47352,8,1
47353,0,0
47362,0,1
47365,0,0
47372,8,1
47373,0,1
47377,8,1
47378,0,1
47382,0,0
47387,8,1
47388,0,1
47392,0,1
47394,0,1
47396,"1,8",1
47397,8,0
47400,0,1
47401,8,0
47412,8,0
47416,8,1
47418,8,0
47424,0,0
47425,8,1
47427,8,0
47436,0,0
47437,0,1
47439,0,1
47440,8,1
47443,0,0
47449,8,0
47451,8,1
47456,1,0
47461,0,1
47466,7,1
47470,0,1
47474,8,1
47481,0,0
47484,8,0
47487,0,1
47493,0,1
47495,8,1
47497,0,1
47500,8,1
47502,0,0
47515,0,0
47523,8,1
47529,8,1
47533,8,1
47538,"1,8",1
47540,0,0
47541,0,0
47542,8,0
47543,8,1
47546,8,0
47548,0,1
47551,0,1
47555,0,1
47556,8,0
47566,0,1
47568,8,0
47569,0,1
47574,"1,8",0
47576,0,1
47577,"1,5,8",0
47601,0,1
47606,0,0
47608,8,0
47610,8,1
47611,8,1
47615,0,1
47618,8,0
47620,0,1
47624,0,1
47633,0,0
47635,0,1
47637,0,0
47643,3,0
47650,0,0
47653,0,0
47658,0,0
47664,0,0
47668,8,0
47670,"4,6",1
47676,8,1
47680,0,1
47682,8,0
47689,0,1
47693,0,1
47697,0,0
47703,3,0
47704,0,1
47707,0,0
47710,8,0
47717,0,1
47719,3,1
47723,0,0
47735,8,0
47737,0,0
47738,6,0
47743,8,1
47754,8,1
47757,"1,8",0
47766,8,1
47771,8,0
47779,0,0
47797,0,0
47799,0,1
47803,8,0
47810,8,0
47816,8,0
47823,"5,8",0
47831,"6,8",0
47835,8,0
47837,8,0
47844,8,0
47847,8,0
47850,0,1
47851,3,0
47859,8,0
47860,8,0
47866,8,0
47869,0,0
47872,0,1
47877,3,0
47878,0,1
47879,8,0
47888,8,1
47889,0,0
47891,0,1
47895,0,0
47902,0,0
47903,0,0
47908,0,0
47909,0,0
47911,8,1
47913,8,1
47929,8,1
47934,8,1
47935,0,0
47936,0,0
47937,8,1
47945,0,1
47953,8,1
47959,0,0
47960,0,0
47974,8,1
47981,"6,8",1
47990,8,1
47993,0,0
47996,0,0
48000,8,1
48003,8,0
48006,"1,8",1
48010,0,0
48011,8,0
48013,8,0
48016,8,0
48020,0,1
48021,0,0
48022,8,0
48024,0,0
48030,8,1
48044,0,0
48045,8,0
48047,0,0
48048,8,1
48049,8,0
48054,0,1
48056,0,0
48057,0,0
48062,8,0
48064,8,0
48070,0,1
48072,8,0
48075,0,0
48076,8,1
48084,8,0
48087,0,0
48093,0,0
48099,8,0
48104,0,1
48105,8,1
48116,8,0
48126,8,0
48141,8,1
48143,8,1
48146,8,0
48150,8,1
48151,8,1
48154,0,1
48160,8,0
48169,0,0
48170,0,1
48175,3,0
48182,0,0
48185,0,1
48189,8,1
48192,0,0
48195,0,1
48196,8,1
48199,0,1
48200,"1,8",0
48201,0,0
48206,8,0
48207,0,1
48209,0,0
48210,8,1
48212,8,0
48213,8,1
48219,8,0
48222,0,1
48229,7,1
48233,8,0
48241,8,0
48248,8,1
48250,0,1
48254,8,0
48257,"1,8",0
48258,8,1
48260,0,1
48263,0,0
48265,0,0
48268,"1,8",0
48272,8,1
48273,8,0
48274,"6,8",0
48283,0,0
48284,8,0
48286,8,0
48287,0,1
48291,8,0
48292,8,1
48298,8,1
48299,8,0
48304,0,1
48305,0,1
48308,8,0
48318,8,0
48320,0,1
48321,8,0
48323,8,1
48328,"6,8",0
48331,8,0
48333,0,0
48344,8,0
48354,0,0
48355,1,0
48361,0,1
48364,8,1
48373,0,0
48376,8,1
48383,8,0
48388,0,0
48389,8,1
48392,0,0
48399,8,0
48404,0,0
48407,0,0
48411,0,1
48416,7,1
48423,0,1
48424,0,1
48425,8,1
48426,8,1
48428,0,1
48432,0,0
48435,0,1
48436,8,1
48441,0,1
48442,0,0
48446,8,1
48450,0,0
48456,8,0
48460,0,1
48464,4,0
48467,8,0
48470,8,0
48481,3,1
48490,8,0
48492,8,0
48497,0,0
48498,0,0
48500,8,1
48505,8,0
48508,0,1
48515,0,1
48520,8,1
48529,8,0
48531,0,0
48535,8,1
48544,8,1
48546,0,0
48548,8,0
48557,"1,8",0
48558,0,1
48562,0,1
48563,0,0
48564,"1,8",1
48569,0,1
48572,8,1
48573,8,1
48578,8,0
48582,"1,8",0
48592,8,0
48596,8,0
48597,"5,8",1
48603,0,1
48605,0,0
48606,0,0
48607,0,0
48613,8,0
48619,7,0
48623,0,1
48624,1,1
48627,"1,8",1
48628,0,1
48631,0,1
48636,0,1
48644,0,1
48648,8,0
48650,8,0
48654,8,1
48655,0,0
48656,8,0
48659,"1,8",1
48662,0,0
48663,8,1
48665,0,0
48666,0,1
48667,8,1
48670,0,0
48672,0,0
48677,8,0
48682,0,0
48684,0,0
48687,0,1
48689,8,1
48690,0,1
48693,0,0
48703,0,1
48704,"1,8",0
48707,8,1
48708,8,0
48709,0,0
48710,8,1
48713,8,0
48722,"1,5",0
48732,0,1
48748,8,1
48749,8,1
48755,8,1
48757,8,1
48770,8,1
48772,0,0
48784,8,0
48789,8,0
48791,8,0
48795,0,1
48796,8,0
48799,"1,8",1
48804,0,0
48806,8,1
48810,0,0
48811,0,1
48813,8,0
48822,0,0
48823,0,0
48824,0,0
48835,8,0
48838,8,1
48842,0,0
48843,8,0
48845,0,1
48851,0,0
48852,8,0
48853,0,0
48854,0,1
48864,8,0
48867,"1,8",1
48868,8,0
48869,0,0
48877,0,1
48883,8,0
48893,0,1
48894,8,1
48901,8,1
48904,0,1
48912,8,1
48926,0,0
48927,8,1
48932,0,0
48937,8,1
48938,0,0
48941,0,0
48944,0,1
48945,8,1
48952,8,1
48970,0,0
48973,0,1
48983,8,1
48984,0,0
48992,8,0
48998,8,0
49000,0,1
49006,8,1
49011,3,1
49014,8,1
49016,8,0
49017,8,0
49020,0,0
49024,0,1
49025,8,0
49026,8,0
49028,0,1
49031,0,0
49032,0,0
49036,8,0
49037,0,1
49038,"1,8",1
49048,0,1
49049,8,1
49052,0,1
49056,0,0
49057,8,0
49060,8,0
49061,0,0
49063,8,1
49065,0,0
49067,0,0
49070,0,0
49073,3,1
49079,0,1
49081,0,1
49084,8,0
49086,0,1
49088,8,0
49090,8,1
49094,8,1
49096,8,1
49103,8,0
49104,1,1
49108,8,0
49110,8,0
49112,0,0
49113,0,0
49131,"1,8",0
49133,8,1
49137,0,0
49139,0,0
49141,0,1
49149,8,0
49161,8,1
49164,0,0
49165,0,0
49166,0,0
49167,0,1
49177,7,0
49189,0,0
49191,"1,8",0
49192,0,0
49204,0,0
49205,7,0
49208,8,0
49211,8,1
49213,1,1
49220,0,1
49221,8,0
49227,8,0
49229,8,0
49230,8,1
49242,0,1
49243,8,0
49248,8,0
49254,0,0
49261,8,1
49269,8,1
49271,8,1
49273,8,0
49275,0,1
49276,8,0
49281,0,1
49282,1,1
49283,0,1
49286,0,1
49289,8,0
49290,0,1
49295,0,1
49300,"3,8",1
49312,8,1
49314,0,1
49323,0,1
49324,8,1
49331,0,1
49334,0,0
49338,8,1
49344,8,0
49349,8,0
49350,"1,8",0
49351,8,1
49356,8,0
49358,8,1
49359,8,0
49360,8,0
49362,0,0
49363,8,0
49376,0,0
49380,0,1
49386,0,1
49387,8,0
49390,8,0
49391,8,0
49400,8,1
49405,0,1
49409,0,0
49410,8,1
49413,0,0
49422,0,0
49426,8,0
49427,8,1
49429,8,1
49431,8,0
49436,0,0
49439,8,0
49440,0,0
49442,8,1
49444,0,1
49448,8,1
49450,8,1
49451,0,0
49463,3,1
49470,8,1
49471,0,1
49477,8,0
49478,"6,8",1
49481,0,0
49485,8,1
49490,0,0
49492,3,0
49493,0,1
49494,8,0
